Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Montrose Beach,08/27/2016 08:00:00 AM,19.6,0,,0.276,4,10.8,08/27/2016 8:00 AM,MontroseBeach201608270800
Ohio Street Beach,08/27/2016 08:00:00 AM,19.6,0.85,,0.174,4,12.2,08/27/2016 8:00 AM,OhioStreetBeach201608270800
Calumet Beach,08/27/2016 09:00:00 AM,20.6,1.6,,0.219,3,11.1,08/27/2016 9:00 AM,CalumetBeach201608270900
Montrose Beach,08/27/2016 09:00:00 AM,19.4,0,,0.278,4,10.8,08/27/2016 9:00 AM,MontroseBeach201608270900
Ohio Street Beach,08/27/2016 09:00:00 AM,19.6,0.73,,0.171,4,12.2,08/27/2016 9:00 AM,OhioStreetBeach201608270900
Calumet Beach,08/27/2016 10:00:00 AM,20.6,1.29,,0.286,2,11.1,08/27/2016 10:00 AM,CalumetBeach201608271000
Montrose Beach,08/27/2016 10:00:00 AM,19.4,0,,0.249,4,10.8,08/27/2016 10:00 AM,MontroseBeach201608271000
Ohio Street Beach,08/27/2016 10:00:00 AM,19.7,0.69,,0.157,4,12.2,08/27/2016 10:00 AM,OhioStreetBeach201608271000
Calumet Beach,08/27/2016 12:00:00 PM,21.1,1.67,,0.252,3,11.1,08/27/2016 12:00 PM,CalumetBeach201608271200
Montrose Beach,08/27/2016 12:00:00 PM,18.8,0,,0.27,4,10.8,08/27/2016 12:00 PM,MontroseBeach201608271200
Ohio Street Beach,08/27/2016 12:00:00 PM,20,0.67,,0.192,3,12.2,08/27/2016 12:00 PM,OhioStreetBeach201608271200
Calumet Beach,08/27/2016 01:00:00 PM,21.5,1.72,,0.246,3,11.1,08/27/2016 1:00 PM,CalumetBeach201608271300
Montrose Beach,08/27/2016 01:00:00 PM,18.7,0,,0.241,4,10.8,08/27/2016 1:00 PM,MontroseBeach201608271300
Ohio Street Beach,08/27/2016 01:00:00 PM,20.5,0.85,,0.189,3,12.1,08/27/2016 1:00 PM,OhioStreetBeach201608271300
Calumet Beach,08/27/2016 02:00:00 PM,22,2.05,,0.227,3,11.1,08/27/2016 2:00 PM,CalumetBeach201608271400
Montrose Beach,08/27/2016 02:00:00 PM,18.2,0,,0.262,4,10.8,08/27/2016 2:00 PM,MontroseBeach201608271400
Ohio Street Beach,08/27/2016 02:00:00 PM,20.6,0.7,,0.209,3,12.1,08/27/2016 2:00 PM,OhioStreetBeach201608271400
Calumet Beach,08/27/2016 03:00:00 PM,21.9,3.38,,0.253,2,11.1,08/27/2016 3:00 PM,CalumetBeach201608271500
Montrose Beach,08/27/2016 03:00:00 PM,17.3,0,,0.229,4,10.7,08/27/2016 3:00 PM,MontroseBeach201608271500
Ohio Street Beach,08/27/2016 03:00:00 PM,20.7,0.57,,0.177,3,12.1,08/27/2016 3:00 PM,OhioStreetBeach201608271500
Calumet Beach,08/27/2016 04:00:00 PM,21.9,3.19,,0.216,3,11.1,08/27/2016 4:00 PM,CalumetBeach201608271600
Montrose Beach,08/27/2016 04:00:00 PM,17.4,0,,0.23,4,10.7,08/27/2016 4:00 PM,MontroseBeach201608271600
Ohio Street Beach,08/27/2016 04:00:00 PM,21,0.64,,0.186,3,12.1,08/27/2016 4:00 PM,OhioStreetBeach201608271600
Calumet Beach,08/27/2016 05:00:00 PM,22,3.83,,0.221,3,11.1,08/27/2016 5:00 PM,CalumetBeach201608271700
Montrose Beach,08/27/2016 05:00:00 PM,16.7,0,,0.229,4,10.8,08/27/2016 5:00 PM,MontroseBeach201608271700
Ohio Street Beach,08/27/2016 05:00:00 PM,21.1,0.57,,0.167,4,12.1,08/27/2016 5:00 PM,OhioStreetBeach201608271700
Calumet Beach,08/27/2016 06:00:00 PM,21.5,2.85,,0.166,3,11.1,08/27/2016 6:00 PM,CalumetBeach201608271800
Montrose Beach,08/27/2016 06:00:00 PM,16.3,0,,0.233,4,10.8,08/27/2016 6:00 PM,MontroseBeach201608271800
Ohio Street Beach,08/27/2016 06:00:00 PM,21,0.78,,0.15,3,12.1,08/27/2016 6:00 PM,OhioStreetBeach201608271800
Calumet Beach,08/27/2016 07:00:00 PM,21.1,1.26,,0.159,4,11.1,08/27/2016 7:00 PM,CalumetBeach201608271900
Montrose Beach,08/27/2016 07:00:00 PM,15.9,0,,0.218,4,10.8,08/27/2016 7:00 PM,MontroseBeach201608271900
Ohio Street Beach,08/27/2016 07:00:00 PM,21,0.73,,0.144,4,12.1,08/27/2016 7:00 PM,OhioStreetBeach201608271900
Calumet Beach,08/27/2016 09:00:00 PM,20.6,1.45,,0.158,3,11.1,08/27/2016 9:00 PM,CalumetBeach201608272100
Montrose Beach,08/27/2016 09:00:00 PM,16.1,0,,0.199,3,10.8,08/27/2016 9:00 PM,MontroseBeach201608272100
Ohio Street Beach,08/27/2016 09:00:00 PM,21,0.6,,0.153,3,12.1,08/27/2016 9:00 PM,OhioStreetBeach201608272100
Calumet Beach,08/27/2016 10:00:00 PM,20.4,1.73,,0.132,4,11.1,08/27/2016 10:00 PM,CalumetBeach201608272200
Montrose Beach,08/27/2016 10:00:00 PM,15.9,0,,0.17,3,10.8,08/27/2016 10:00 PM,MontroseBeach201608272200
Ohio Street Beach,08/27/2016 10:00:00 PM,21,0.7,,0.13,3,12.1,08/27/2016 10:00 PM,OhioStreetBeach201608272200
Calumet Beach,08/27/2016 11:00:00 PM,20.4,1.68,,0.154,3,11.1,08/27/2016 11:00 PM,CalumetBeach201608272300
Montrose Beach,08/27/2016 11:00:00 PM,15.9,0,,0.153,3,10.8,08/27/2016 11:00 PM,MontroseBeach201608272300
Ohio Street Beach,08/27/2016 11:00:00 PM,21,0.63,,0.148,4,12.1,08/27/2016 11:00 PM,OhioStreetBeach201608272300
Calumet Beach,08/28/2016 12:00:00 AM,20.5,1.74,,0.134,3,11.1,08/28/2016 12:00 AM,CalumetBeach201608282400
Montrose Beach,08/28/2016 12:00:00 AM,16,0,,0.14,3,10.8,08/28/2016 12:00 AM,MontroseBeach201608282400
Ohio Street Beach,08/28/2016 12:00:00 AM,21,0.67,,0.124,2,12,08/28/2016 12:00 AM,OhioStreetBeach201608282400
Calumet Beach,08/28/2016 02:00:00 AM,20.2,1.69,,0.103,3,11.1,08/28/2016 2:00 AM,CalumetBeach201608280200
Montrose Beach,08/28/2016 02:00:00 AM,16.1,0,,0.133,6,10.8,08/28/2016 2:00 AM,MontroseBeach201608280200
Ohio Street Beach,08/28/2016 02:00:00 AM,21.1,0.47,,0.078,7,12,08/28/2016 2:00 AM,OhioStreetBeach201608280200
Calumet Beach,08/28/2016 04:00:00 AM,20.1,1.19,,0.093,5,11.1,08/28/2016 4:00 AM,CalumetBeach201608280400
Montrose Beach,08/28/2016 04:00:00 AM,16.3,0,,0.116,5,10.8,08/28/2016 4:00 AM,MontroseBeach201608280400
Ohio Street Beach,08/28/2016 04:00:00 AM,21,0.63,,0.087,5,12,08/28/2016 4:00 AM,OhioStreetBeach201608280400
Calumet Beach,08/28/2016 05:00:00 AM,20.1,1.08,,0.088,3,11.1,08/28/2016 5:00 AM,CalumetBeach201608280500
Montrose Beach,08/28/2016 05:00:00 AM,16.2,0,,0.088,10,10.8,08/28/2016 5:00 AM,MontroseBeach201608280500
Ohio Street Beach,08/28/2016 05:00:00 AM,20.9,0.64,,0.068,10,12,08/28/2016 5:00 AM,OhioStreetBeach201608280500
Calumet Beach,08/28/2016 06:00:00 AM,20.1,0.94,,0.094,5,11.1,08/28/2016 6:00 AM,CalumetBeach201608280600
Montrose Beach,08/28/2016 06:00:00 AM,16.2,0,,0.103,4,10.7,08/28/2016 6:00 AM,MontroseBeach201608280600
Ohio Street Beach,08/28/2016 06:00:00 AM,20.9,0.59,,0.062,5,12,08/28/2016 6:00 AM,OhioStreetBeach201608280600
Calumet Beach,08/28/2016 07:00:00 AM,20.1,0.95,,0.123,4,11.1,08/28/2016 7:00 AM,CalumetBeach201608280700
Montrose Beach,08/28/2016 07:00:00 AM,16.7,0,,0.104,7,10.7,08/28/2016 7:00 AM,MontroseBeach201608280700
Ohio Street Beach,08/28/2016 07:00:00 AM,20.9,0.6,,0.076,4,12,08/28/2016 7:00 AM,OhioStreetBeach201608280700
Calumet Beach,08/28/2016 08:00:00 AM,20.2,1.07,,0.084,4,11.1,08/28/2016 8:00 AM,CalumetBeach201608280800
Montrose Beach,08/28/2016 08:00:00 AM,16.6,0,,0.123,6,10.7,08/28/2016 8:00 AM,MontroseBeach201608280800
Ohio Street Beach,08/28/2016 08:00:00 AM,21,0.56,,0.094,2,12,08/28/2016 8:00 AM,OhioStreetBeach201608280800
Calumet Beach,08/28/2016 09:00:00 AM,20.4,1.37,,0.108,6,11.1,08/28/2016 9:00 AM,CalumetBeach201608280900
Montrose Beach,08/28/2016 09:00:00 AM,16.8,0,,0.128,5,10.7,08/28/2016 9:00 AM,MontroseBeach201608280900
Ohio Street Beach,08/28/2016 09:00:00 AM,21.2,0.64,,0.093,4,12,08/28/2016 9:00 AM,OhioStreetBeach201608280900
Calumet Beach,08/28/2016 10:00:00 AM,20.6,0.89,,0.133,2,11,08/28/2016 10:00 AM,CalumetBeach201608281000
Montrose Beach,08/28/2016 10:00:00 AM,17.2,0,,0.136,4,10.7,08/28/2016 10:00 AM,MontroseBeach201608281000
Ohio Street Beach,08/28/2016 10:00:00 AM,22,0.48,,0.115,3,12,08/28/2016 10:00 AM,OhioStreetBeach201608281000
Calumet Beach,08/28/2016 11:00:00 AM,21.2,0.84,,0.173,2,11.1,08/28/2016 11:00 AM,CalumetBeach201608281100
Montrose Beach,08/28/2016 11:00:00 AM,18.3,0,,0.172,3,10.7,08/28/2016 11:00 AM,MontroseBeach201608281100
Ohio Street Beach,08/28/2016 11:00:00 AM,22.1,0.5,,0.15,2,12,08/28/2016 11:00 AM,OhioStreetBeach201608281100
Calumet Beach,08/28/2016 12:00:00 PM,21.6,0.81,,0.19,3,10.9,08/28/2016 12:00 PM,CalumetBeach201608281200
Montrose Beach,08/28/2016 12:00:00 PM,18.6,0,,0.217,3,10.7,08/28/2016 12:00 PM,MontroseBeach201608281200
Ohio Street Beach,08/28/2016 12:00:00 PM,23,0.53,,0.17,2,12,08/28/2016 12:00 PM,OhioStreetBeach201608281200
Ohio Street Beach,06/06/2017 10:00:00 AM,15.2,6.4,,0.187,3,10.8,06/06/2017 10:00 AM,OhioStreetBeach201706061000
Ohio Street Beach,06/06/2017 02:00:00 PM,17.1,5.87,,0.187,3,10.7,06/06/2017 2:00 PM,OhioStreetBeach201706061400
Ohio Street Beach,06/06/2017 06:00:00 PM,16.5,5.06,,0.187,3,10.7,06/06/2017 6:00 PM,OhioStreetBeach201706061800
Ohio Street Beach,06/07/2017 06:00:00 AM,15.3,4.27,,0.187,3,10.7,06/07/2017 6:00 AM,OhioStreetBeach201706070600
Ohio Street Beach,07/07/2017 04:00:00 AM,21.3,0.72,,0.187,3,11,07/07/2017 4:00 AM,OhioStreetBeach201707070400
Ohio Street Beach,07/17/2017 03:00:00 PM,23.1,3.22,,0.187,3,10.2,07/17/2017 3:00 PM,OhioStreetBeach201707171500
Ohio Street Beach,07/27/2017 12:00:00 PM,23.2,1.7,,0.187,3,11.7,07/27/2017 12:00 PM,OhioStreetBeach201707271200
Ohio Street Beach,07/27/2017 01:00:00 PM,23.3,1.91,,0.187,3,11.7,07/27/2017 1:00 PM,OhioStreetBeach201707271300
Ohio Street Beach,07/27/2017 02:00:00 PM,23.8,3.79,,0.187,3,11.7,07/27/2017 2:00 PM,OhioStreetBeach201707271400
Ohio Street Beach,07/27/2017 03:00:00 PM,23.7,4.45,,0.187,3,11.6,07/27/2017 3:00 PM,OhioStreetBeach201707271500
Ohio Street Beach,07/27/2017 04:00:00 PM,23.2,2.06,,0.187,3,11.6,07/27/2017 4:00 PM,OhioStreetBeach201707271600
Ohio Street Beach,07/27/2017 05:00:00 PM,23.3,2.78,,0.187,3,11.6,07/27/2017 5:00 PM,OhioStreetBeach201707271700
Ohio Street Beach,07/27/2017 06:00:00 PM,22.9,2.54,,0.187,3,11.6,07/27/2017 6:00 PM,OhioStreetBeach201707271800
Ohio Street Beach,07/27/2017 07:00:00 PM,22.8,3.59,,0.187,3,11.6,07/27/2017 7:00 PM,OhioStreetBeach201707271900
Ohio Street Beach,07/27/2017 08:00:00 PM,22.8,3.52,,0.187,3,11.6,07/27/2017 8:00 PM,OhioStreetBeach201707272000
Ohio Street Beach,07/27/2017 09:00:00 PM,22.8,4.42,,0.187,3,11.6,07/27/2017 9:00 PM,OhioStreetBeach201707272100
Ohio Street Beach,07/27/2017 10:00:00 PM,22.7,4.57,,0.187,3,11.6,07/27/2017 10:00 PM,OhioStreetBeach201707272200
Ohio Street Beach,07/27/2017 11:00:00 PM,22.6,4.13,,0.187,3,11.6,07/27/2017 11:00 PM,OhioStreetBeach201707272300
Ohio Street Beach,07/28/2017 12:00:00 AM,22.6,4.02,,0.187,3,11.6,07/28/2017 12:00 AM,OhioStreetBeach201707282400
Ohio Street Beach,07/28/2017 01:00:00 AM,22.5,3.38,,0.187,3,11.6,07/28/2017 1:00 AM,OhioStreetBeach201707280100
Ohio Street Beach,07/28/2017 02:00:00 AM,22.5,3.64,,0.187,3,11.6,07/28/2017 2:00 AM,OhioStreetBeach201707280200
Ohio Street Beach,07/28/2017 03:00:00 AM,22.5,4.72,,0.187,3,11.6,07/28/2017 3:00 AM,OhioStreetBeach201707280300
Ohio Street Beach,07/28/2017 04:00:00 AM,22.5,5.07,,0.187,3,11.6,07/28/2017 4:00 AM,OhioStreetBeach201707280400
Ohio Street Beach,07/28/2017 05:00:00 AM,22.5,4.1,,0.187,3,11.6,07/28/2017 5:00 AM,OhioStreetBeach201707280500
Calumet Beach,08/28/2016 01:00:00 PM,22,0.79,,0.221,2,11.1,08/28/2016 1:00 PM,CalumetBeach201608281300
Montrose Beach,08/28/2016 01:00:00 PM,19.3,0,,0.221,3,10.7,08/28/2016 1:00 PM,MontroseBeach201608281300
Ohio Street Beach,08/28/2016 01:00:00 PM,23.4,0.53,,0.176,3,12,08/28/2016 1:00 PM,OhioStreetBeach201608281300
Calumet Beach,08/28/2016 02:00:00 PM,22.1,0.77,,0.312,2,11,08/28/2016 2:00 PM,CalumetBeach201608281400
Montrose Beach,08/28/2016 02:00:00 PM,19.9,0,,0.269,3,10.7,08/28/2016 2:00 PM,MontroseBeach201608281400
Ohio Street Beach,08/28/2016 02:00:00 PM,23.7,0.68,,0.19,3,11.9,08/28/2016 2:00 PM,OhioStreetBeach201608281400
Ohio Street Beach,06/06/2017 11:00:00 AM,15.6,5.77,,0.187,3,10.7,06/06/2017 11:00 AM,OhioStreetBeach201706061100
Ohio Street Beach,06/06/2017 12:00:00 PM,16.3,5.73,,0.187,3,10.7,06/06/2017 12:00 PM,OhioStreetBeach201706061200
Ohio Street Beach,06/06/2017 01:00:00 PM,16.6,5.69,,0.187,3,10.7,06/06/2017 1:00 PM,OhioStreetBeach201706061300
Ohio Street Beach,06/06/2017 03:00:00 PM,17,5.09,,0.187,3,10.7,06/06/2017 3:00 PM,OhioStreetBeach201706061500
Ohio Street Beach,06/06/2017 04:00:00 PM,16.8,5.25,,0.187,3,10.7,06/06/2017 4:00 PM,OhioStreetBeach201706061600
Ohio Street Beach,06/06/2017 05:00:00 PM,16.9,4.93,,0.187,3,10.7,06/06/2017 5:00 PM,OhioStreetBeach201706061700
Ohio Street Beach,06/06/2017 07:00:00 PM,16.2,4.91,,0.187,3,10.7,06/06/2017 7:00 PM,OhioStreetBeach201706061900
Ohio Street Beach,06/06/2017 08:00:00 PM,16.1,4.71,,0.187,3,10.7,06/06/2017 8:00 PM,OhioStreetBeach201706062000
Ohio Street Beach,06/06/2017 09:00:00 PM,16,5.09,,0.187,3,10.7,06/06/2017 9:00 PM,OhioStreetBeach201706062100
Ohio Street Beach,06/06/2017 10:00:00 PM,15.8,4.31,,0.187,3,10.7,06/06/2017 10:00 PM,OhioStreetBeach201706062200
Ohio Street Beach,06/06/2017 11:00:00 PM,15.7,4.94,,0.187,3,10.7,06/06/2017 11:00 PM,OhioStreetBeach201706062300
Ohio Street Beach,06/07/2017 12:00:00 AM,15.5,4.11,,0.187,3,10.7,06/07/2017 12:00 AM,OhioStreetBeach201706072400
Ohio Street Beach,06/07/2017 01:00:00 AM,15.7,3.76,,0.187,3,10.7,06/07/2017 1:00 AM,OhioStreetBeach201706070100
Ohio Street Beach,06/07/2017 02:00:00 AM,15.7,3.87,,0.187,3,10.7,06/07/2017 2:00 AM,OhioStreetBeach201706070200
Ohio Street Beach,06/07/2017 03:00:00 AM,15.6,4.69,,0.187,3,10.7,06/07/2017 3:00 AM,OhioStreetBeach201706070300
Ohio Street Beach,06/07/2017 04:00:00 AM,15.5,5.24,,0.187,3,10.7,06/07/2017 4:00 AM,OhioStreetBeach201706070400
Ohio Street Beach,06/07/2017 05:00:00 AM,15.4,4.27,,0.187,3,10.7,06/07/2017 5:00 AM,OhioStreetBeach201706070500
Ohio Street Beach,06/07/2017 07:00:00 AM,15.4,4.16,,0.187,3,10.7,06/07/2017 7:00 AM,OhioStreetBeach201706070700
Ohio Street Beach,06/07/2017 08:00:00 AM,15.4,3.16,,0.187,3,10.7,06/07/2017 8:00 AM,OhioStreetBeach201706070800
Ohio Street Beach,06/07/2017 09:00:00 AM,15.7,3.11,,0.187,3,10.7,06/07/2017 9:00 AM,OhioStreetBeach201706070900
Ohio Street Beach,06/07/2017 10:00:00 AM,15.9,3.28,,0.187,3,10.7,06/07/2017 10:00 AM,OhioStreetBeach201706071000
Calumet Beach,08/28/2016 03:00:00 PM,23,2.44,,0.289,2,10.8,08/28/2016 3:00 PM,CalumetBeach201608281500
Montrose Beach,08/28/2016 03:00:00 PM,19.9,0,,0.27,3,10.6,08/28/2016 3:00 PM,MontroseBeach201608281500
Ohio Street Beach,08/28/2016 03:00:00 PM,24,0.65,,0.181,3,11.9,08/28/2016 3:00 PM,OhioStreetBeach201608281500
Calumet Beach,08/28/2016 04:00:00 PM,22.9,2.18,,0.328,3,11.1,08/28/2016 4:00 PM,CalumetBeach201608281600
Montrose Beach,08/28/2016 04:00:00 PM,20.5,0,,0.235,3,10.7,08/28/2016 4:00 PM,MontroseBeach201608281600
Ohio Street Beach,08/28/2016 04:00:00 PM,23.2,0.73,,0.176,3,11.9,08/28/2016 4:00 PM,OhioStreetBeach201608281600
Calumet Beach,08/28/2016 05:00:00 PM,22.4,1.07,,0.234,3,10.9,08/28/2016 5:00 PM,CalumetBeach201608281700
Montrose Beach,08/28/2016 05:00:00 PM,20.8,0,,0.252,3,10.7,08/28/2016 5:00 PM,MontroseBeach201608281700
Ohio Street Beach,08/28/2016 05:00:00 PM,23.4,0.66,,0.179,3,11.9,08/28/2016 5:00 PM,OhioStreetBeach201608281700
Calumet Beach,08/28/2016 06:00:00 PM,22.3,0.87,,0.243,3,11.1,08/28/2016 6:00 PM,CalumetBeach201608281800
Montrose Beach,08/28/2016 06:00:00 PM,21.2,0,,0.228,3,10.7,08/28/2016 6:00 PM,MontroseBeach201608281800
Ohio Street Beach,08/28/2016 06:00:00 PM,23.1,0.63,,0.19,3,11.9,08/28/2016 6:00 PM,OhioStreetBeach201608281800
Calumet Beach,08/28/2016 07:00:00 PM,22.3,0.77,,0.251,3,11.1,08/28/2016 7:00 PM,CalumetBeach201608281900
Montrose Beach,08/28/2016 07:00:00 PM,21.1,0,,0.253,3,10.7,08/28/2016 7:00 PM,MontroseBeach201608281900
Ohio Street Beach,08/28/2016 07:00:00 PM,23,0.85,,0.168,3,11.9,08/28/2016 7:00 PM,OhioStreetBeach201608281900
Calumet Beach,08/28/2016 08:00:00 PM,22.2,0.75,,0.229,3,11.1,08/28/2016 8:00 PM,CalumetBeach201608282000
Montrose Beach,08/28/2016 08:00:00 PM,21.1,0,,0.268,3,10.7,08/28/2016 8:00 PM,MontroseBeach201608282000
Ohio Street Beach,08/28/2016 08:00:00 PM,22.7,0.57,,0.177,3,11.9,08/28/2016 8:00 PM,OhioStreetBeach201608282000
Calumet Beach,08/28/2016 09:00:00 PM,22.2,0.89,,0.241,3,11.1,08/28/2016 9:00 PM,CalumetBeach201608282100
Montrose Beach,08/28/2016 09:00:00 PM,20.9,0,,0.273,3,10.7,08/28/2016 9:00 PM,MontroseBeach201608282100
Ohio Street Beach,08/28/2016 09:00:00 PM,22.3,0.71,,0.157,3,11.9,08/28/2016 9:00 PM,OhioStreetBeach201608282100
Calumet Beach,08/28/2016 10:00:00 PM,22.1,0.83,,0.223,3,10.9,08/28/2016 10:00 PM,CalumetBeach201608282200
Montrose Beach,08/28/2016 10:00:00 PM,20.9,0,,0.291,3,10.7,08/28/2016 10:00 PM,MontroseBeach201608282200
Ohio Street Beach,08/28/2016 10:00:00 PM,22.1,0.72,,0.179,3,11.9,08/28/2016 10:00 PM,OhioStreetBeach201608282200
Ohio Street Beach,06/07/2017 11:00:00 AM,16.9,3.68,,0.187,3,10.7,06/07/2017 11:00 AM,OhioStreetBeach201706071100
Ohio Street Beach,07/07/2017 05:00:00 AM,21.2,0.66,,0.187,3,11,07/07/2017 5:00 AM,OhioStreetBeach201707070500
Ohio Street Beach,07/07/2017 06:00:00 AM,21.4,0.68,,0.187,3,11,07/07/2017 6:00 AM,OhioStreetBeach201707070600
Ohio Street Beach,07/07/2017 07:00:00 AM,21.4,0.71,,0.187,3,10.9,07/07/2017 7:00 AM,OhioStreetBeach201707070700
Ohio Street Beach,07/07/2017 08:00:00 AM,21.5,0.71,,0.187,3,11,07/07/2017 8:00 AM,OhioStreetBeach201707070800
Ohio Street Beach,07/07/2017 09:00:00 AM,21.6,0.7,,0.187,3,10.9,07/07/2017 9:00 AM,OhioStreetBeach201707070900
Calumet Beach,08/28/2016 11:00:00 PM,22.1,2.06,,0.271,3,11.1,08/28/2016 11:00 PM,CalumetBeach201608282300
Montrose Beach,08/28/2016 11:00:00 PM,21.1,0,,0.293,3,10.8,08/28/2016 11:00 PM,MontroseBeach201608282300
Ohio Street Beach,08/28/2016 11:00:00 PM,22.1,0.69,,0.166,3,11.9,08/28/2016 11:00 PM,OhioStreetBeach201608282300
Calumet Beach,08/29/2016 12:00:00 AM,22,1.86,,0.262,3,11,08/29/2016 12:00 AM,CalumetBeach201608292400
Montrose Beach,08/29/2016 12:00:00 AM,21,0,,0.292,4,10.7,08/29/2016 12:00 AM,MontroseBeach201608292400
Ohio Street Beach,08/29/2016 12:00:00 AM,21.8,0.74,,0.165,4,11.9,08/29/2016 12:00 AM,OhioStreetBeach201608292400
Calumet Beach,08/29/2016 01:00:00 AM,22.2,2.07,,0.262,4,11.1,08/29/2016 1:00 AM,CalumetBeach201608290100
Montrose Beach,08/29/2016 01:00:00 AM,21.2,0,,0.267,4,10.7,08/29/2016 1:00 AM,MontroseBeach201608290100
Ohio Street Beach,08/29/2016 01:00:00 AM,21.5,0.69,,0.17,4,11.9,08/29/2016 1:00 AM,OhioStreetBeach201608290100
Calumet Beach,08/29/2016 02:00:00 AM,22.1,1.87,,0.249,4,11,08/29/2016 2:00 AM,CalumetBeach201608290200
Montrose Beach,08/29/2016 02:00:00 AM,21.1,0,,0.248,4,10.7,08/29/2016 2:00 AM,MontroseBeach201608290200
Ohio Street Beach,08/29/2016 02:00:00 AM,21.2,0.76,,0.153,3,11.9,08/29/2016 2:00 AM,OhioStreetBeach201608290200
Calumet Beach,08/29/2016 03:00:00 AM,22,1.39,,0.241,4,11,08/29/2016 3:00 AM,CalumetBeach201608290300
Montrose Beach,08/29/2016 03:00:00 AM,21.2,0,,0.246,3,10.8,08/29/2016 3:00 AM,MontroseBeach201608290300
Ohio Street Beach,08/29/2016 03:00:00 AM,21,0.84,,0.159,3,11.9,08/29/2016 3:00 AM,OhioStreetBeach201608290300
Calumet Beach,08/29/2016 04:00:00 AM,21.9,0.96,,0.242,3,11,08/29/2016 4:00 AM,CalumetBeach201608290400
Montrose Beach,08/29/2016 04:00:00 AM,21.2,0,,0.237,3,10.8,08/29/2016 4:00 AM,MontroseBeach201608290400
Ohio Street Beach,08/29/2016 04:00:00 AM,20.9,0.78,,0.158,3,11.8,08/29/2016 4:00 AM,OhioStreetBeach201608290400
Calumet Beach,08/29/2016 05:00:00 AM,21.9,1.13,,0.23,3,11,08/29/2016 5:00 AM,CalumetBeach201608290500
Montrose Beach,08/29/2016 05:00:00 AM,21.2,0,,0.258,3,10.8,08/29/2016 5:00 AM,MontroseBeach201608290500
Ohio Street Beach,08/29/2016 05:00:00 AM,20.9,0.79,,0.162,4,11.8,08/29/2016 5:00 AM,OhioStreetBeach201608290500
Calumet Beach,08/29/2016 07:00:00 AM,21.8,1.49,,0.235,3,11,08/29/2016 7:00 AM,CalumetBeach201608290700
Montrose Beach,08/29/2016 07:00:00 AM,21.2,0,,0.253,3,10.6,08/29/2016 7:00 AM,MontroseBeach201608290700
Ohio Street Beach,08/29/2016 07:00:00 AM,20.9,0.68,,0.155,3,11.8,08/29/2016 7:00 AM,OhioStreetBeach201608290700
Calumet Beach,08/29/2016 08:00:00 AM,21.8,1.65,,0.243,3,11,08/29/2016 8:00 AM,CalumetBeach201608290800
Montrose Beach,08/29/2016 08:00:00 AM,21.2,0,,0.244,3,10.7,08/29/2016 8:00 AM,MontroseBeach201608290800
Ohio Street Beach,08/29/2016 08:00:00 AM,21.1,0.55,,0.147,3,11.8,08/29/2016 8:00 AM,OhioStreetBeach201608290800
Calumet Beach,08/29/2016 09:00:00 AM,22,1.67,,0.251,3,11,08/29/2016 9:00 AM,CalumetBeach201608290900
Montrose Beach,08/29/2016 09:00:00 AM,21.6,0,,0.239,3,10.7,08/29/2016 9:00 AM,MontroseBeach201608290900
Ohio Street Beach,08/29/2016 09:00:00 AM,21.6,0.47,,0.164,3,11.8,08/29/2016 9:00 AM,OhioStreetBeach201608290900
Calumet Beach,08/29/2016 10:00:00 AM,22.5,1.23,,0.245,3,11,08/29/2016 10:00 AM,CalumetBeach201608291000
Montrose Beach,08/29/2016 10:00:00 AM,21.9,0,,0.235,3,10.7,08/29/2016 10:00 AM,MontroseBeach201608291000
Ohio Street Beach,08/29/2016 10:00:00 AM,22,0.46,,0.143,3,11.8,08/29/2016 10:00 AM,OhioStreetBeach201608291000
Calumet Beach,08/29/2016 11:00:00 AM,23,2.42,,0.238,3,11,08/29/2016 11:00 AM,CalumetBeach201608291100
Montrose Beach,08/29/2016 11:00:00 AM,22.2,0,,0.231,3,10.7,08/29/2016 11:00 AM,MontroseBeach201608291100
Ohio Street Beach,08/29/2016 11:00:00 AM,22.2,0.55,,0.15,3,11.8,08/29/2016 11:00 AM,OhioStreetBeach201608291100
Calumet Beach,08/29/2016 12:00:00 PM,23.4,1.11,,0.214,3,11,08/29/2016 12:00 PM,CalumetBeach201608291200
Montrose Beach,08/29/2016 12:00:00 PM,22.7,0,,0.222,2,10.7,08/29/2016 12:00 PM,MontroseBeach201608291200
Ohio Street Beach,08/29/2016 12:00:00 PM,22.6,0.61,,0.184,2,11.8,08/29/2016 12:00 PM,OhioStreetBeach201608291200
Calumet Beach,08/29/2016 01:00:00 PM,24.2,1.82,,0.196,3,11,08/29/2016 1:00 PM,CalumetBeach201608291300
Montrose Beach,08/29/2016 01:00:00 PM,22.9,0,,0.237,3,10.7,08/29/2016 1:00 PM,MontroseBeach201608291300
Ohio Street Beach,08/29/2016 01:00:00 PM,23.7,0.47,,0.168,3,11.8,08/29/2016 1:00 PM,OhioStreetBeach201608291300
Calumet Beach,08/29/2016 02:00:00 PM,24.1,1.19,,0.201,3,11,08/29/2016 2:00 PM,CalumetBeach201608291400
Montrose Beach,08/29/2016 02:00:00 PM,23.3,0,,0.236,3,10.7,08/29/2016 2:00 PM,MontroseBeach201608291400
